newXOutput 1

<Section columns = "stress_xx | stress_yy | stress_xy">
<Section columns = "stress_xx | stress_yy | stress_xy">
  1 114.961 -5.42059e-10 4.83257e-14
  2 114.961 -5.42514e-10 -4.99637e-14
  3 114.961 -5.42968e-10 -4.02515e-14
  4 114.961 -5.42059e-10 -1.04321e-13
  5 114.961 -5.42059e-10 5.93352e-14
  6 114.961 -5.42059e-10 1.75625e-13
  7 114.961 -5.42362e-10 1.55659e-13
  8 114.961 -5.43575e-10 -3.73185e-13
  9 114.961 -5.42741e-10 9.54501e-14
  10 114.961 -5.43423e-10 -3.13052e-13
  11 114.961 -5.43423e-10 -1.89082e-13
  12 114.961 -5.42968e-10 -4.69640e-13
  13 114.961 -5.42968e-10 -1.25657e-13
  14 114.961 -5.43272e-10 -3.94087e-15
  15 114.961 -5.42059e-10 2.30207e-14
  16 114.961 -5.42665e-10 2.01406e-14
  17 114.961 -5.42968e-10 -3.49464e-14
  18 114.961 -5.42362e-10 -7.68564e-14
  19 114.961 -5.41377e-10 -1.67340e-13
  20 114.961 -5.42665e-10 -2.01794e-13
  21 114.961 -5.42059e-10 4.74768e-13
  22 114.961 -5.41756e-10 1.74218e-14
  23 114.961 -5.42059e-10 -6.21871e-15
  24 114.961 -5.42059e-10 -5.29547e-14
  25 114.961 -5.42059e-10 -6.79422e-14
  26 114.961 -5.42059e-10 -7.51344e-14
  27 114.961 -5.42059e-10 1.99512e-13
  28 114.961 -5.42059e-10 1.25186e-13
  29 114.961 -5.42059e-10 -1.45193e-13
  30 114.961 -5.42423e-10 3.66402e-13
  31 114.961 -5.41718e-10 -9.10884e-14
  32 114.961 -5.41149e-10 1.22433e-13
  33 114.961 -5.42241e-10 7.40779e-14
  34 114.961 -5.42059e-10 1.25612e-14
  35 114.961 -5.42059e-10 -2.23449e-14
  36 114.961 -5.43696e-10 9.00217e-14
  37 114.961 -5.42817e-10 -1.31071e-13
  38 114.961 -5.42817e-10 6.12164e-14
  39 114.961 -5.42059e-10 -1.33318e-13
  40 114.961 -5.42362e-10 1.09612e-13
  41 114.961 -5.41604e-10 1.38422e-14
  42 114.961 -5.41301e-10 1.17907e-13
  43 114.961 -5.41831e-10 1.12368e-13
  44 114.961 -5.42514e-10 1.64237e-15
  45 114.961 -5.42059e-10 1.49597e-14
  46 114.961 -5.42786e-10 6.33224e-14
  47 114.961 -5.42838e-10 -1.34326e-14
  48 114.961 -5.41695e-10 -4.56162e-14
  49 114.961 -5.43196e-10 -2.43707e-14
  50 114.961 -5.42059e-10 6.61554e-15
  51 114.961 -5.41756e-10 -1.48853e-13
  52 114.961 -5.42514e-10 -7.89677e-15
  53 114.961 -5.41149e-10 3.38354e-13
  54 114.961 -5.41149e-10 -2.15976e-13
  55 114.961 -5.42059e-10 5.17315e-14
  56 114.961 -5.42968e-10 3.07671e-14
  57 114.961 -5.43120e-10 2.97064e-14
  58 114.961 -5.42059e-10 -1.18366e-13
  59 114.961 -5.42059e-10 -5.62858e-14
  60 114.961 -5.43272e-10 1.20991e-13
  61 114.961 -5.42605e-10 -1.55377e-14
  62 114.961 -5.42059e-10 -3.93438e-14
  63 114.961 -5.41877e-10 9.70091e-14
  64 114.961 -5.42968e-10 6.45815e-15
  65 114.961 -5.43696e-10 2.12544e-15
  66 114.961 -5.41695e-10 8.07076e-15
</Section>

newXOutput 8

<Section columns = "stress_xx | stress_yy | stress_xy">
  1 133.832 -5.38421e-10 4.22559e-14
  2 133.832 -5.37057e-10 -1.99871e-13
  3 133.832 -5.35692e-10 1.29824e-13
  4 133.832 -5.38421e-10 2.00654e-14
  5 133.832 -5.36602e-10 1.62151e-13
  6 133.832 -5.35692e-10 -1.26501e-13
  7 133.832 -5.35692e-10 -8.21910e-14
  8 133.832 -5.35692e-10 -9.59839e-14
  9 133.832 -5.36375e-10 -5.44787e-14
  10 133.832 -5.38421e-10 -9.73757e-14
  11 133.832 -5.38421e-10 -4.36422e-14
  12 133.832 -5.38421e-10 -4.86847e-14
  13 133.832 -5.38421e-10 -1.21342e-13
  14 133.832 -5.36602e-10 5.47210e-14
  15 133.832 -5.35692e-10 1.09675e-13
  16 133.832 -5.35692e-10 5.00859e-14
  17 133.832 -5.35692e-10 2.66813e-13
  18 133.832 -5.37511e-10 2.50278e-13
  19 133.832 -5.38421e-10 -3.17318e-14
  20 133.832 -5.38421e-10 -1.39043e-13
  21 133.832 -5.38421e-10 -1.75663e-15
  22 133.832 -5.38724e-10 -4.26851e-14
  23 133.832 -5.38724e-10 9.29776e-15
  24 133.832 -5.38421e-10 -1.54076e-14
  25 133.832 -5.38421e-10 1.03764e-15
  26 133.832 -5.38421e-10 -2.00559e-14
  27 133.832 -5.38421e-10 6.63152e-14
  28 133.832 -5.38421e-10 -7.71485e-17
  29 133.832 -5.38421e-10 1.52539e-13
  30 133.832 -5.38421e-10 -7.88653e-14
  31 133.832 -5.38080e-10 1.19124e-14
  32 133.832 -5.38421e-10 2.85862e-14
  33 133.832 -5.38421e-10 1.21873e-13
  34 133.832 -5.38421e-10 -2.31101e-15
  35 133.832 -5.38421e-10 1.72919e-15
  36 133.832 -5.36238e-10 -3.43342e-14
  37 133.832 -5.38421e-10 -1.37887e-15
  38 133.832 -5.36602e-10 -5.26683e-14
  39 133.832 -5.38572e-10 -2.58360e-14
  40 133.832 -5.37511e-10 5.73570e-14
  41 133.832 -5.38421e-10 1.44813e-14
  42 133.832 -5.38421e-10 -7.68597e-14
  43 133.832 -5.38421e-10 3.29937e-14
  44 133.832 -5.37398e-10 -1.94974e-14
